SNO,inst_code,        inst_name,DIST,"branch_
code","OC_BO
     YS","OC_GIR
LS","SC_BO
     YS","SC_GIR
LS","ST_BOY
S","ST_GIR
      LS","BCA_B
OYS","BCA_GI
RLS","BCB_B
OYS","BCB_GI
RLS","BCC_B
OYS","BCC_GI
RLS","BCD_B
OYS","BCD_GI
RLS","BCE_B
OYS","BCE_GI
     RLS","OC_EWS_B
OYS","OC_EWS_GI
RLS"
284,NRIT,NRI INSTT OF TECHNOLOGY,GTR,CSE,112911,112911,173084,173084,172571,173107,151313,155446,123534,136617,112911,125659,142356,147562,148750,148750,135299,80756
285,NRIT,NRI INSTT OF TECHNOLOGY,GTR,ECE,106336,146197,171999,171999,160708,160708,166029,168320,165577,168046,153574,153574,157448,157448,137811,146197,166784,137326
286,NRIT,NRI INSTT OF TECHNOLOGY,GTR,INF,68384,158150,173239,173239,164411,172672,139472,158150,132406,158150,100867,158150,139545,158150,146465,158150,157510,162132
287,NRML,NIRMALA COLL. OF PHARM,GTR,PHD,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,107959,,
288,NRML,NIRMALA COLL. OF PHARM,GTR,PHM,108659,108659,108659,108659,108659,108659,108659,108659,116303,116303,108659,108659,108659,108659,108659,108659,,
289,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CAI,44954,60329,113671,120624,109902,169238,69777,97331,92246,137099,44954,60329,63074,63074,56820,60329,43929,37630
290,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CIV,122006,122006,166511,166511,122006,167252,122006,122006,165021,165021,122006,122006,122006,122006,162959,162959,96311,
291,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CSC,53604,62431,149035,152317,169712,172823,79359,122034,76501,89381,53604,62431,75126,75754,63376,63376,46249,50615
292,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CSD,44436,44436,120400,131993,140782,140782,78447,95608,101411,127047,75326,75326,73637,134677,55182,65223,43700,54426
293,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CSE,28874,39351,81330,99587,152380,171843,52088,54591,61982,61982,67583,69511,40098,43190,50619,50619,28874,31118
294,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,CSM,42978,42978,169994,169994,42978,160390,77794,108902,94579,132374,100685,100685,59505,64173,67807,67807,36806,43096
295,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,ECE,68211,68211,165759,172055,169495,172750,100357,115802,108315,133673,68211,99760,83430,100867,87911,118509,69953,76064
296,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,EEE,144204,144204,148859,156114,144204,161001,167113,167113,168159,168159,144204,144204,165346,165346,166519,168084,135702,125907
297,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,INF,40268,44645,113906,113906,170970,170970,68414,95030,87374,87374,55064,55064,59399,67715,63055,63055,40161,44025
298,NSPE,"NARSARAOPETA ENGINEERING
COLLEGE",GTR,MEC,74862,74862,147625,147625,74862,74862,74862,74862,74862,74862,74862,74862,74862,74862,150158,150158,,
299,NSPP,NARSARAOPET INSTT. OF PHARM.SCI.,GTR,PHD,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,53450,,
300,NSPP,NARSARAOPET INSTT. OF PHARM.SCI.,GTR,PHM,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,130080,,
301,NVRT,"N.V.R.COLLEGE OF ENGG
TECHNOLOGY",GTR,CSE,144761,144761,171593,171593,171643,171643,152579,163562,157709,157709,144761,144761,144761,150034,164812,164812,119294,
302,PIIT,"PRIYADARSHINI INST OF TECH AND
MGMT",GTR,AID,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169131,169163,,
303,PIIT,"PRIYADARSHINI INST OF TECH AND
MGMT",GTR,CSE,92042,130189,170251,172890,173298,173298,171419,171419,168261,168261,92042,130189,166784,166784,92042,149597,163476,68473
304,PIIT,"PRIYADARSHINI INST OF TECH AND
MGMT",GTR,ECE,169131,169131,169131,169131,170076,170076,169163,169163,169169,169169,,169131,169142,169142,169163,169163,117185,
305,PITT,"PRIYADARSHINI INST. OF
TECHNOLOGY AND SCIENCES",GTR,AID,145977,145977,169210,169210,145977,145977,145977,145977,145977,145977,145977,145977,145977,145977,145977,145977,,
306,PITT,"PRIYADARSHINI INST. OF
TECHNOLOGY AND SCIENCES",GTR,CIV,109269,164747,139640,164747,120016,171982,109269,164747,109269,164747,109269,164747,109269,164747,109269,164747,,
307,PITT,"PRIYADARSHINI INST. OF
TECHNOLOGY AND SCIENCES",GTR,CSE,156847,156847,172955,172955,162773,162773,168526,168526,161315,161315,156847,156847,156847,162246,156847,156847,166843,157249
308,PITT,"PRIYADARSHINI INST. OF
TECHNOLOGY AND SCIENCES",GTR,ECE,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
309,PITT,"PRIYADARSHINI INST. OF
TECHNOLOGY AND SCIENCES",GTR,MEC,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
310,PITW,"PRIYADARSHINI INST. OF TECH AND
SCIENCES FOR WOMEN",GTR,CSE,,166625,,172780,,171748,,166625,,173525,,,,166625,,166625,,167816
311,PITW,"PRIYADARSHINI INST. OF TECH AND
SCIENCES FOR WOMEN",GTR,ECE,,162203,,162203,,162203,,162203,,162203,,,,162203,,162203,,
312,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CHE,143726,143726,143726,143726,143726,143726,164560,164560,160861,160861,143726,143726,149181,151129,143726,143726,144164,
313,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CIV,88720,107359,172917,172917,173020,173020,121322,167020,168676,168676,88720,107359,168582,168582,166592,166592,128491,140219
314,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CSB,19098,19098,73327,73327,171783,171783,19098,49967,23807,23807,83905,83905,26335,26335,33582,33582,13110,12389
315,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CSD,15610,15610,47068,60728,132087,137039,17391,25846,21642,21642,51182,51182,26139,26139,24857,28768,16800,12057
316,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CSE,7646,7646,21655,21655,40060,40060,11678,12760,11353,11353,7646,22082,8586,11969,15481,15481,8497,7269
317,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CSM,13400,13400,54591,54591,92587,92587,23023,23306,16176,18543,45315,45315,15666,59328,19673,39998,14347,11145
318,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,CSO,18315,18315,65323,66825,169927,169927,24994,41193,33012,40728,18315,18315,26559,27890,29352,40553,19767,14958
319,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,ECE,23860,28288,52307,61189,133432,139011,36967,38458,39531,48094,23860,35660,41208,41208,34368,34368,25621,20652
320,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,EEE,51215,58421,146618,173268,172360,172360,77957,111946,126749,150900,55064,58421,58486,73056,111946,112609,65607,76907
321,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,INF,16782,17078,46189,46695,78881,78881,23122,23122,24153,60279,37577,37577,20488,37673,17123,28235,13302,20442
322,RVJC,"R V R AND J C COLLEGE OF
ENGINEERING",GTR,MEC,132406,132406,171486,173067,170486,170486,165665,167294,168196,168196,132406,136047,166452,166452,156968,156968,135406,135463
323,STEN,"SAI TIRUMALA N V R ENGINEERING
COLLEGE",GTR,AI,116711,148199,146335,148199,116711,148199,116711,148199,165650,165650,116711,148199,116711,148199,116711,148199,147625,142452
324,STEN,"SAI TIRUMALA N V R ENGINEERING
COLLEGE",GTR,CAI,161367,161367,164724,164724,166552,166552,161367,161367,161367,161367,161367,161367,161367,161367,161367,161367,137999,133923
325,STEN,"SAI TIRUMALA N V R ENGINEERING
COLLEGE",GTR,CSD,149954,149954,166242,166242,149954,149954,149954,149954,149954,149954,149954,149954,149954,149954,149954,149954,,
326,STEN,"SAI TIRUMALA N V R ENGINEERING
COLLEGE",GTR,CSE,157202,157202,172426,172426,157202,157202,157202,166927,157202,157202,157202,157202,157202,157202,157202,157202,159941,113968
327,STEN,"SAI TIRUMALA N V R ENGINEERING
COLLEGE",GTR,ECE,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
328,TMLN,TIRUMALA ENGINEERING COLLEGE,GTR,CSE,42374,42374,105091,105867,172455,172455,64224,64224,90072,90849,42374,42374,65205,65205,55485,55485,41630,36615
329,TMLN,TIRUMALA ENGINEERING COLLEGE,GTR,CSM,61853,61853,170112,170112,61853,61901,96102,97569,107895,107895,61853,61853,97201,97201,82198,82198,59259,43254
330,TMLN,TIRUMALA ENGINEERING COLLEGE,GTR,ECE,103611,103611,136190,173225,103611,103611,146728,146728,158964,158964,103611,124636,160835,160835,119459,119459,99518,98322
331,TMLN,TIRUMALA ENGINEERING COLLEGE,GTR,EEE,169131,169131,169131,169131,173554,173554,169131,169131,169169,169169,,169131,169142,169142,169163,169163,158906,152097
332,TMLN,TIRUMALA ENGINEERING COLLEGE,GTR,INF,64090,64090,159996,169260,108095,108095,85494,85494,134252,155720,95144,95144,94727,94727,82214,91491,64072,68585
333,UNIV,"UNIVERSAL COLLEGE OF ENGG AND
TECHNOLOGY",GTR,AIM,160257,160257,160257,167207,160257,160257,160257,163311,160257,168015,160257,160257,160257,160257,160257,160257,104018,119000
334,UNIV,"UNIVERSAL COLLEGE OF ENGG AND
TECHNOLOGY",GTR,CSE,128262,154756,170240,173387,129723,154756,156431,156431,160934,160934,160469,160469,133696,160125,151720,154756,126182,129988
335,UNIV,"UNIVERSAL COLLEGE OF ENGG AND
TECHNOLOGY",GTR,ECE,105995,105995,172312,172312,116078,116078,167497,168370,152587,152587,105995,105995,105995,158269,168526,168526,149742,156721
336,VCPG,VAGDEVI COLLEGE OF PHARMACY,GTR,PHM,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,131524,,
337,VICG,VICTORIA COLLEGE OF PHARMACY,GTR,PHM,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,157448,,
338,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,AIM,36820,36820,97557,97557,103050,103050,58843,58843,70164,70164,36820,36820,40378,40378,62695,62695,40916,25279
339,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,CAI,28131,28131,99036,99036,113050,127735,48578,56090,56926,56926,115367,115367,67458,67458,28131,44276,25285,24916
340,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,CIV,95590,95590,170335,171985,110783,110783,95590,95590,159819,159819,95590,95590,121696,121696,95590,95590,142754,
341,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,CSD,27894,28444,84733,84733,113968,167722,56273,56273,62839,87182,27894,28444,63372,63372,49497,49497,20740,22037
342,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,CSE,25200,25200,56969,56969,116400,162564,29064,29064,35236,36279,45886,136955,39837,39837,25200,44584,26695,17924
343,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,CSM,30964,30964,88645,92547,88353,90382,40585,40585,37942,63347,65902,65902,30964,30964,40300,40300,29874,25046
344,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,ECE,42049,42049,100159,100159,173212,173212,98106,106648,67082,75789,107618,107618,114253,114253,47824,72031,52404,49693
345,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,EEE,92900,92900,171724,171724,160227,160227,151168,159234,160688,160688,92900,92900,157028,157028,133350,159041,79754,85998
346,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,INF,31666,31666,82214,82214,31666,86318,39623,48721,37221,37221,31666,53594,75563,75563,58207,58207,31975,32418
347,VLIT,"VIGNANS LARA INST. OF
TECHNOLOGY AND SCI",GTR,MEC,122905,168886,171011,171011,147915,168886,122905,168886,135270,168886,141961,168886,122905,168886,122905,168886,157058,
348,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,CSD,,36043,,172025,,143756,,150364,,149863,,,,64929,,105080,,35558
349,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,CSE,,33290,,93633,,146597,,69232,,81531,,124101,,54591,,63911,,41696
350,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,CSM,,43402,,170714,,171777,,78975,,119177,,,,88210,,84697,,48698
351,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,ECE,,166552,,169680,,166552,,167395,,166552,,166552,,166552,,166552,,58005
352,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,EEE,,159115,,165421,,159115,,159115,,159115,,,,159115,,159115,,
353,VNIW,"VIGNANS NIRULA INST OF TECH. AND
SCI FOR WOMEN",GTR,INF,,53195,,173056,,53223,,132973,,157062,,53195,,134779,,84865,,54881
354,VPCV,VIGNAN PHARMACY COLLEGE,GTR,PHM,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
355,VRIT,"VARAPRASAD REDDY INST OF
TECHNOLOGY",GTR,AID,146571,146571,146571,146799,146571,146571,146571,146571,146571,146571,146571,146571,146571,146571,146571,155823,,
356,VRIT,"VARAPRASAD REDDY INST OF
TECHNOLOGY",GTR,CS,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169131,169131,169163,169163,,
357,VRIT,"VARAPRASAD REDDY INST OF
TECHNOLOGY",GTR,CSE,139951,160336,158861,172045,139951,160336,142551,160336,168196,168196,139951,160336,161237,168716,139951,160336,111049,
358,VRIT,"VARAPRASAD REDDY INST OF
TECHNOLOGY",GTR,ECE,110358,138433,110358,138433,110358,138433,110358,138433,110358,138433,110358,138433,131566,138433,110358,138433,167955,
359,VRIT,"VARAPRASAD REDDY INST OF
TECHNOLOGY",GTR,IOT,71499,71499,71499,71499,71499,71499,81016,81016,124956,124956,71499,71499,71499,71499,141687,141687,,
360,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,AID,15778,18946,82250,82250,116741,116741,35076,44402,43423,43423,15778,71885,30777,30777,35325,35325,16316,15308
361,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,AIM,13329,13329,60821,81240,157210,157210,27238,27716,30268,30268,22832,22832,17981,29985,36171,36577,13981,13676
362,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,CIC,23211,23211,93452,93452,96285,99870,40744,57612,32810,51241,103701,103701,34682,35273,34478,42568,27825,19478
363,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,CIV,113050,154886,170311,170311,142273,154886,165636,165636,124834,154886,113050,154886,162113,162113,152348,154886,136568,70990
364,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,CSE,12445,12445,28768,28768,81135,81135,20451,20451,15920,25801,32643,32643,14118,14118,17974,17974,14436,12776
365,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,CSM,16196,16196,74180,74180,149986,173310,24114,25780,22374,22980,67274,67274,31385,31385,29247,39544,17093,17824
366,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,CSO,20520,23543,82070,89914,145419,145419,50728,50728,38791,46765,85169,85169,39004,39004,20520,45445,23502,20043
367,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,ECE,28071,28071,72163,83502,172095,172095,49365,49365,47445,107801,28071,71848,60789,60789,39544,64090,24747,31045
368,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,EEE,107498,107498,170696,173079,126774,126774,129837,165546,167840,167840,107498,107498,164886,164886,146297,146297,136479,91111
369,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,INF,21202,21202,61913,67048,169903,170878,36117,43444,33861,41589,66205,80225,26278,26278,34748,37027,21907,16553
370,VVIT,"VASIREDDY VENKATADRI INST. OF
TECHNOLOGY",GTR,MEC,116720,116720,173039,173039,138026,138026,150773,150773,116720,137763,116720,116720,140859,140859,169060,169060,134207,
371,XAVP,ST XAVIER INST OF PHARMACY,GTR,PHM,158807,158807,160727,160727,158807,158807,158807,158807,158807,158807,158807,158807,158807,158807,158807,158807,,
372,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,CIV,169131,169131,169131,169131,169131,169131,169163,169163,169169,169169,,169131,169131,169131,169163,169163,,
373,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,CSD,47824,55951,108362,108362,135087,135087,164356,164356,88691,109902,50165,55951,57820,74054,48414,131454,59460,53042
374,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,CSE,41919,50973,68504,126798,165992,165992,97750,97750,74289,74289,55630,76406,59982,59982,98178,98178,58830,57342
375,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,CSM,45555,45555,98811,169938,100254,171376,70612,74069,67773,114649,68060,68060,60453,60453,140624,140624,47659,46380
376,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,ECE,53207,53207,169385,169385,139883,139883,130295,138954,98222,138026,99971,135356,94607,94607,149533,149533,82707,73137
377,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,EEE,51603,51603,160695,170209,121236,121236,159781,167938,164356,164356,51603,51603,166573,166573,51603,128033,106904,
378,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,INF,52435,52435,148416,148416,163444,163444,99834,99834,75943,88353,53474,53474,84686,84686,137397,137397,77513,44923
379,ALIT,"ANDHRA LOYOLA INSTT OF ENGG
AND TECHNOLOGY",KRI,MEC,140347,140347,159185,159185,140347,140347,140347,140347,140347,140347,140347,140347,140347,140347,140347,140347,,
380,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CBA,97415,98548,105882,105882,170193,170193,148799,157972,164477,164477,114608,114608,111769,116379,115956,155217,104152,106874
381,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CIC,104062,109339,104062,110664,106241,109339,165551,165551,126224,155401,104062,109339,104062,138467,167531,167531,88604,108990
382,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CIV,169131,169163,169131,169163,173554,173554,169131,169163,169169,169169,,,169131,169163,169163,169163,,
383,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CSD,81624,84400,172104,172104,85239,85239,137118,137118,122949,122949,81624,84400,99036,99036,146477,146477,83133,61549
384,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CSE,62692,76488,166927,166927,170541,170541,80590,117483,81626,94197,62692,83566,83738,83738,122145,122145,74709,113525
385,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,CSM,169131,169131,169271,169271,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,94219,115367
386,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,ECE,106290,115787,169705,169705,173450,173450,163952,165315,157390,157390,145882,145882,142669,153014,164949,164949,122550,137037
387,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,EEE,163460,163460,163460,163460,163460,163460,163460,166452,163460,163460,163460,163460,163460,163460,163460,163460,134633,
388,ASIP,"AMRITA SAI INST. OF SCIENCE AND
TECHNOLOGY",KRI,MEC,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,160469,,
389,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,CIV,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169131,169131,169163,169163,,
390,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,CSE,57172,57172,154057,154057,155287,155287,114976,114976,70001,70001,57172,91822,89818,89818,70093,70093,65386,62221
391,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,CSM,71855,71855,171696,171696,128322,172005,138070,138070,110920,110920,73736,73736,98551,109831,91773,94312,79820,85730
392,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,ECE,60817,74126,172428,172428,85420,145148,168159,168159,161142,168563,109959,109959,107528,107528,168526,168526,129060,105780
393,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,EEE,137940,137940,172694,172694,146276,146276,137940,137940,137940,137940,137940,137940,139848,155350,137940,137940,142236,
394,DHAN,"DHANEKULA INST OF ENGG
TECHNOLOGY",KRI,INF,82510,82510,171631,171631,82510,172993,167514,167514,105923,134860,96566,96566,101104,116690,102260,102260,84566,90630
395,DJRC,"SRI CHAITANYA -DJR COLL OF ENGG
AND TECH",KRI,CSE,102149,102149,155640,155640,102149,145462,102149,159138,102149,102149,102149,102149,134519,134519,102149,102149,142255,
396,DJRC,"SRI CHAITANYA -DJR COLL OF ENGG
AND TECH",KRI,ECE,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,116642,,
397,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,AID,27181,30402,109172,119435,157929,157929,55675,55675,45491,45491,34618,109412,37626,46026,37418,57137,23544,30787
398,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,CIV,119761,132443,173038,173038,146402,146402,155860,169025,119761,154545,155206,155206,167805,167805,119761,132443,166723,67390
399,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,CSE,18350,19618,39363,43885,110576,170439,24601,39759,27375,27375,18350,43072,27913,31153,28672,28672,17879,16782
400,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,CSM,26728,30855,73295,119333,145285,145285,49307,49307,44509,44509,26728,30855,43060,71376,41905,68581,21079,24202
401,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,ECE,37747,37747,99789,106755,171811,171811,61523,62148,61039,61039,58814,58814,49326,49326,70233,107588,45747,55325
402,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,EEE,128182,128384,162354,162354,170557,170557,150278,157287,150364,150364,128182,128384,128182,129117,128182,128384,93495,142803
403,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,INF,30584,30584,169428,169428,112906,148371,50405,67650,44494,65312,56054,56054,46614,60587,52851,52851,26216,32450
404,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,IOT,46276,46276,134219,137125,141687,150202,68741,79526,72264,75049,46276,54920,58767,63193,102323,102323,48208,49672
405,GDLV,"SESHADRI RAO GUDLAVALLERU
ENGINEERING COLLEGE",KRI,MEC,145606,145606,173265,173265,145606,145606,145606,145606,164868,164868,145606,145606,164700,164700,145606,145606,143146,151394
406,KRUESF,"
KRISHNA UNIVERSITY COLLEGE OF
ENGG AND TECHNOLOGY-SLEF FINAN",KRI,CSE,55653,108763,129892,171394,149703,169889,166400,166400,148581,156363,129988,129988,132733,159793,154215,154215,103027,154202
407,KRUESF,"
KRISHNA UNIVERSITY COLLEGE OF
ENGG AND TECHNOLOGY-SLEF FINAN",KRI,ECE,86626,125680,172566,173049,165021,165021,159544,164490,167146,167146,86626,125680,144565,144565,159433,159433,161531,162028
408,KUCPSF,"
KRU COLLEGE OF PHARMACEUTICAL
SCIS& RESEARCH-SELF FINANCE",KRI,PHM,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,145068,,
409,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,AID,22303,22303,63120,75163,119009,170311,40612,59157,39351,42193,38499,38499,27727,27727,47427,47427,22388,26369
410,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,ASE,40942,53167,135971,135971,74000,74000,125569,125569,115166,160308,40942,53167,95792,153008,135049,153454,105794,102898
411,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,CIV,142571,142571,170135,170135,142571,171202,154520,154520,164868,164868,142571,142571,156348,156348,142571,142571,143854,116207
412,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,CSE,19672,22307,36695,86495,87899,87899,33056,33056,28318,28318,32659,67431,26824,31604,30979,35098,21442,17054
413,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,CSM,20039,20039,47504,81376,134903,134903,38201,38201,40023,40023,85060,85060,34307,34307,20039,20039,19642,18063
414,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,ECE,35208,35208,82070,88114,134198,134198,55394,57520,53660,56354,52444,52444,52357,52357,63804,63804,35943,42237
415,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,EEE,88998,88998,171873,171873,90233,159501,127066,127066,150111,150111,116837,116837,100608,100608,108273,135608,105231,110711
416,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,INF,29193,29193,64551,70471,171628,171628,47748,47748,38009,42709,29193,103843,36772,36772,43067,43067,25552,20739
417,LBCE,"LAKIREDDY BALIREDDY COLLEGE OF
ENGINEERING",KRI,MEC,132931,132931,161074,169198,172919,172919,163359,163359,160098,160098,132931,132931,132931,132931,132931,132931,165839,117544
418,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",KRI,AID,117808,153125,167563,167563,136918,153125,134647,153125,153999,153999,117808,153125,152072,153125,117808,153125,120221,154151
419,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",KRI,AIM,129797,129797,138266,138266,129797,129797,129797,129797,129797,129797,129797,129797,148086,148086,129797,129797,,
420,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",KRI,CSE,97079,97079,140421,167526,143031,143031,152246,168015,153330,153330,166242,166242,158474,158474,160329,160329,122588,101411
421,LIMT,"LINGAYAS INST OF MGMT AND
TECHNOLOGY",KRI,ECE,129252,129252,170647,172865,129252,129252,168676,168676,148906,148906,129252,129252,156161,156161,129252,129252,,
422,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,AID,62105,62105,170611,172466,171416,172134,115893,115893,108833,108833,130000,130000,72767,113502,135941,135941,65864,65134
423,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,AIM,62045,73588,163851,163851,69214,73588,129459,129459,156968,161632,62045,73588,75262,92459,158861,158861,71364,73445
424,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,CIV,111693,111693,123858,123858,111693,111693,111693,111693,123202,123202,111693,111693,111693,111693,111693,111693,,
425,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,CSE,33203,39374,98918,102558,161426,161426,59798,59798,55848,60716,67566,67566,50752,90604,77234,77234,39089,32717
